id;origine;date;precision;date_brute;nature;intitule;phase;domaine_8;systeme;acteur_principal;acteur_secondaire;arene;type_acte;type_acte_2;effet_prop_monetaires;crise;crisis_no;cve;fil;source;source_graphe;acteurs_graphe;occurs_in;variantes;notes;gid;codage_statut;codage_justif;statut_ligne;acteur_principal_mode;acteur_principal_id;acteur_principal_nom
G019;graphe;2012-05-12;jour;;acte;CVE-2012-3789 — (Lack of) orphan txn resource limits;peche;;bitcoin;nd;core_devs;on_chain;incident;innovation_protocolaire;conf_methodique(±);oui;10;CVE-2012-3789;crises-protocolaires;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;522baf7957ec403bb149dd90adb1ba6e;valide(lot3);"wiki des crises (ch.III l.181-249) via graphe v97 : crisisType=DOS (Déni de service) ; correctif protocolaire implique ; attaquant hors typologie (precedent E065) - devs en reponse ; effet reseau -> on_chain";validee;systeme_protocole;d35d720e1fa24d9fbe665a90ac0abc73;protocole Bitcoin
G020;graphe;2012-05-14;jour;;acte;CVE-2012-2459 — Block hash collision (via merkle root);peche;;bitcoin;core_devs;;on_chain;incident;innovation_protocolaire;conf_methodique(±);oui;11;CVE-2012-2459;crises-protocolaires;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;69b8894ae6764333a270770b1fd661f3;valide(lot3);"wiki des crises (ch.III l.181-249) via graphe v97 : crisisType=Scission du réseau (Netsplit) ; exploited=non ; correctif protocolaire implique ; bogue decouvert/corrige par les devs (precedent E015) ; effet reseau -> on_chain";validee;systeme_protocole;d35d720e1fa24d9fbe665a90ac0abc73;protocole Bitcoin
F011;figure;2012-06-01;mois;;acte;"Bourse d'échange P2P BTC / Fiat, ""LocalBitcoin"", par J. Kangas";peche;i;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2012-06-01);;;;;[jour 01 = convention mois probable de la frise] colonnes analytiques a coder;;;;chantier;;;
G143;graphe;2012-08-19;jour;;acte;Lancement Peercoin (PoS) par Sunny King / Scott Nadal (2012);peche;vii;altcoin;;;;;;nd;non;;;;graphe v97 (chapitre nd) + fig. n6 V2.8 (bin);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;I.4 Conclusion du Chapitre I [ThesisSection];;Lancement de Peercoin (PPC) le 19 août 2012 par Sunny King et Scott Nadal, première cryptomonnaie à utiliser le Proof-of-Stake comme mécanisme de consensus alternatif au Proof-of-W;af85b2621cb14132a88ffcb4e8185ac9;;;chantier;;;
G021;graphe;2012-08-23;jour;;acte;CVE-2012-4683 — Targeted DoS by CPU exhaustion using alerts;peche;;bitcoin;nd;core_devs;on_chain;incident;innovation_protocolaire;conf_methodique(±);oui;12;CVE-2012-4683;crises-protocolaires;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;07328e2856b1462d882bd1a6a7dfdafa;valide(lot3);"wiki des crises (ch.III l.181-249) via graphe v97 : crisisType=DOS (Déni de service) ; correctif protocolaire implique ; attaquant hors typologie (precedent E065) - devs en reponse ; effet reseau -> on_chain";validee;systeme_protocole;d35d720e1fa24d9fbe665a90ac0abc73;protocole Bitcoin
G022;graphe;2012-08-24;jour;;acte;CVE-2012-4684 — Network-wide DoS using malleable signatures in alerts;peche;;bitcoin;nd;core_devs;on_chain;incident;innovation_protocolaire;conf_methodique(±);oui;13;CVE-2012-4684;crises-protocolaires;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;f5fd3b0f03fa4e11af9b54455a81cdd7;valide(lot3);"wiki des crises (ch.III l.181-249) via graphe v97 : crisisType=DOS (Déni de service) ; correctif protocolaire implique ; attaquant hors typologie (precedent E065) - devs en reponse ; effet reseau -> on_chain";validee;systeme_protocole;d35d720e1fa24d9fbe665a90ac0abc73;protocole Bitcoin
F012;figure;2012-09-01;mois;;acte;"Lancement de ""Ripple"", protocole à consensus fermé, par Ripple Lab";peche;vii;altcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2012-09-01);;;;;[jour 01 = convention mois probable de la frise] colonnes analytiques a coder;;;;chantier;;;
G023;graphe;2012-09-16;jour;;acte;CVE-2012-4682 — DOS (manque d'informations);peche;;bitcoin;nd;core_devs;on_chain;incident;innovation_protocolaire;conf_methodique(±);oui;14;CVE-2012-4682;crises-protocolaires;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;65b41c49b2244a85ab136ed849d95b6b;valide(lot3);"wiki des crises (ch.III l.181-249) via graphe v97 : crisisType=DOS (Déni de service) ; correctif protocolaire implique ; attaquant hors typologie (precedent E065) - devs en reponse ; effet reseau -> on_chain";validee;systeme_protocole;d35d720e1fa24d9fbe665a90ac0abc73;protocole Bitcoin
F013;figure;2012-09-17;jour;;acte;Premier ASIC (~66 GH/s), par Avalon (auj. Canaan);peche;ii;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2012-09-17);;;;;colonnes analytiques a coder;;;;chantier;;;
G070;graphe;2012-09-27;jour;;acte;Bitcoin Foundation creation;peche;;bitcoin;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;Phase de péché [DevelopmentPhase];;Création de la Bitcoin Foundation en septembre 2012, organisation à but non lucratif chargée de promouvoir et de standardiser Bitcoin, rapidement affaiblie par des scandales.;6c9b59cca3a544afac57f19fac6e0393;;;chantier;;;
G142;graphe;2012-09-27;jour;;acte;Colored Coins (protocole méta-token sur Bitcoin, 2012);peche;;altcoin;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;I.4 Conclusion du Chapitre I [ThesisSection];;Proposition des Colored Coins par Yoni Assia et Meni Rosenfeld (2012) : représentation d'actifs réels sur la blockchain Bitcoin en associant une signification à des satoshis spécif;2a82b098ae8c4ec2ba420111cfe9493d;;;chantier;;;
G145;graphe;2012-10-01;jour;;acte;Rapport BCE sur les monnaies virtuelles (octobre 2012);peche;;bitcoin;;;;;;nd;non;;;;graphe v97 (chapitre nd);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;I.4 Conclusion du Chapitre I [ThesisSection];;Publication par la Banque Centrale Européenne de son premier rapport sur les monnaies virtuelles (Virtual Currency Schemes, octobre 2012), première analyse institutionnelle europée;75f5c97d0a2648aea297475fa514300a;;;chantier;;;
E037;catalogue;2012-10-29;jour;;acte;Rapport BCE Virtual Currency Schemes;peche;v;transversal;regulateurs_etats;;instances_publiques;qualification_publique;;nd;non;;;conformite;ch.I l.281 + fig. n 6 (date) + fig. n6 V2.8 (bin);;;;;pousse a l'emergence de services de conformite (texte);;valide(calibrage);;validee;;;
F014;figure;2012-10-29;jour;;acte;"Lancement d'une API de portefeuille, par ""Blockchain.com";peche;iii;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2012-10-29);;;;;colonnes analytiques a coder;;;;chantier;;;
G061;graphe;2012-11;mois;;acte;First Bitcoin halving;peche;v;bitcoin;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;Phase de péché [DevelopmentPhase];;Premier halving Bitcoin le 28 novembre 2012, réduisant la récompense minière de 50 à 25 BTC, confirmant le calendrier d'émission prévu par le protocole.;3f908f24165e4c248f55a7f93baab9d6;;;douteuse;;;
G144;graphe;2012-11-15;jour;;acte;WordPress accepte les paiements en Bitcoin (2012);peche;i;bitcoin;;;;;;nd;non;;;;graphe v97 (chapitre nd) + fig. n6 V2.8 (bin);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;WordPress;I.4 Conclusion du Chapitre I [ThesisSection];;WordPress.com annonce l'acceptation des paiements en Bitcoin en novembre 2012 via BitPay, première grande plateforme web à adopter le BTC comme moyen de paiement pour les abonnemen;04de601cb8024a0a9e9f81974f1c8116;;;chantier;;;
G069;graphe;2012-11-28;jour;;acte;First Bitcoin halving;peche;v;bitcoin;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.2 — Une remise en ordre rapide (CVE 2018) | III.3.4 — « Fork You ?! » : scission surprise fondatrice et ses enseignements;;Phase de péché [DevelopmentPhase];;Premier halving Bitcoin le 28 novembre 2012, réduisant la récompense minière de 50 à 25 BTC, confirmant le calendrier d'émission prévu par le protocole.;45cd642a1b8b411092e611c51acdb791;;;douteuse;;;
F015;figure;2012-12-04;jour;;acte;"Proposition du métaprotocole ""Colored Coin"", par M. Rosenfeld";peche;vii;altcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2012-12-04);;;;;colonnes analytiques a coder;;;;chantier;;;
E038;catalogue;2013;annee;;seuil;Pic des activites pecheresses (env. 51 pct on chain);peche;i*;bitcoin;nd;;on_chain;nd;;nd;non;;;peche;ch.I l.279;;;;;pic sur la phase de peche (Tasca et Liu);;valide(calibrage);;validee;;;
E039;catalogue;2013;annee;;acte;Scission de chaine v0.8 (crise n 19);peche;vi;bitcoin;core_devs;mineurs;on_chain;incident;;nd;oui (n 19);;;crises-protocolaires;ch.I n.104 l.667;;;;;etiquetee CVE 2013 3220 par le texte - mars 2013 (fig.) - recensement seul;;valide(calibrage);;validee;;;
E040;catalogue;2013;annee;;acte;Publication du WP d'Ethereum (Buterin);maturation;vii;ethereum;core_devs;;listes_forums;innovation_protocolaire;;nd;non;;;ethereum;ch.I l.399;;;;;WP de 2013 - phase indicative (fin 2013);;valide(calibrage);;validee;;;
E041;catalogue+graphe;2013;annee;;acte;Saisie de Silk Road (FBI) - arrestation d'Ulbricht;peche;v;bitcoin;regulateurs_etats;;instances_publiques;regulation;;valorisation(-);non;;;conformite;ch.I l.281;"Chapitre I ; I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs";Ross Ulbricht | Adrian Chen | Silk Road;Phase de maturation / Phase 3 Bitcoin [Concept] | Phase de péché [DevelopmentPhase];;fin 2013 - chute brutale du cours (texte) - declin des flux illegaux;1a666b0913364cc39236ea82f4d73ef5;valide(calibrage);;douteuse;;;
E042;catalogue;2013;annee;;acte;Nasdaq publie des cotations agregees;maturation;i*;bitcoin;institutions_financieres;;marches_plateformes;financiarisation;;nd;non;;;financiarisation;ch.I l.289;;;;;fin 2013 - phase indicative;;valide(calibrage);;validee;;;
E043;catalogue;2013;annee;;seuil;Transactions illegales sous 1 pct (fin 2013-2018);maturation;i*;bitcoin;nd;;on_chain;nd;;nd;non;;;peche;ch.I l.287;;;;;Chainalysis;;valide(calibrage);;validee;;;
E079;catalogue;2013;annee;;acte;Premiere proposition d augmentation de la limite de bloc;peche;vi*;bitcoin;core_devs;;listes_forums;innovation_protocolaire;;nd;non;;;scaling;ch.II Encadre n4 l.406;;;;;recensement seul (analyse E&I 2017);;valide(calibrage);;validee;;;
G006;graphe;2013-03;mois;;acte;CVE-2013-3220 (Netsplit BIP-0050);peche;;bitcoin;nd;core_devs;on_chain;incident;innovation_protocolaire;integrite_monnayage(-) conf_methodique(-);oui;19;CVE-2013-3220;crises-protocolaires;graphe v97 (chapitre nd);III.1.2 — Une remise en ordre rapide (CVE 2018) | III.2.3 — Des acteurs au cœur de la gouvernance sur le protocole : gouvernance de huis clos | III.3.3 — Gouvernance ouverte et publique pour des forks controversés;;;;mars 2013 (BIP-50) — precision portee depuis l enonce du wiki des crises, lot 3;72ed5cce1e98494385ca4eb091d6707c;valide(lot3);"wiki des crises (ch.III l.181-249) via graphe v97 : crisisType=Scission du réseau (Netsplit) ; exploited=oui (double dépense ~10 000£ sur okpay) ; correctif protocolaire implique ; attaquant hors typologie (precedent E065) - devs en reponse ; effet reseau -> on_chain";validee;systeme_protocole;d35d720e1fa24d9fbe665a90ac0abc73;protocole Bitcoin
G011;graphe;2013;annee;;acte;Fermeture Silk Road par le FBI (octobre 2013);peche;v;bitcoin;regulateurs_etats;;depots_de_code;incident;;nd;oui;;;crises-protocolaires;graphe v97 (Chapitre I / Conclusion Chapitre III);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;Ross Ulbricht;;;doublon du meme fait avec E041, G052, G054 et F021 — signale, non fusionne (lot 3);272f2d17b89d4912aca1c4f7b77b7332;propose(lot1);"wiki des crises (ch.III l.181-249) via graphe v97 : crisisType=Fermeture réglementaire — saisie par les autorités. Lot 3 : acteur principal corrige en regulateurs_etats (le gabarit du lot 1 avait applique le motif « bogue corrige par les devs », sans objet pour une saisie judiciaire) ; effet nd";douteuse;initiateur;;FBI
G060;graphe;2013;annee;;acte;ASIC mining introduction;peche;;bitcoin;;;;;;nd;non;;;;graphe v97 (chapitre nd);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;Phase de péché [DevelopmentPhase];;Introduction des circuits intégrés spécialisés (ASIC) pour le minage Bitcoin en 2013, remplaçant les GPU et concentrant la production de blocs entre quelques fabricants.;1dc7f42c96c142b2a30e7c36f5c6b290;;;chantier;;;
G103;graphe;2013;annee;;acte;Trezor (premier hardware wallet, SatoshiLabs, 2013);peche;iii;bitcoin;;;;;;nd;non;;;;graphe v97 (Chapitre I);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;Trezor;Phase de maturation / Phase 3 Bitcoin [Concept];;Premier portefeuille physique Bitcoin (hardware wallet) lance par SatoshiLabs. Cles cryptographiques stockees hors ligne. Suivi par Ledger (2014).;f0da0d7be8df47b98cdb86fd6ee83033;;;chantier;;;
G104;graphe;2013;annee;;acte;Nasdaq publie donnees de prix Bitcoin (fin 2013);peche;iii;bitcoin;;;;;;nd;non;;;;graphe v97 (Chapitre I) + fig. n6 V2.8 (bin);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.2 — Une remise en ordre rapide (CVE 2018) | III.3.4 — « Fork You ?! » : scission surprise fondatrice et ses enseignements;;Phase de maturation / Phase 3 Bitcoin [Concept];;Le Nasdaq publie des donnees de prix agreges sur Bitcoin fin 2013 : premiere integration indirecte dans la finance institutionnelle.;62d87c74d3504d84bfee3d8d5fb44f4d;;;chantier;;;
G124;graphe;2013;annee;;acte;CoinMarketCap : plateforme données cryptomarché (2013);peche;vi;bitcoin;;;;;;nd;non;;;;graphe v97 (Chapitre I);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;Phase de péché [DevelopmentPhase];;Première plateforme de référence pour les données de capitalisation des CM. Source pour ElBahrawy et al. 2017 (1469 cryptoactifs 2013-2017).;de8f9cb71cfd4d75bd5129622d3eace7;;;chantier;;;
G126;graphe;2013;annee;;acte;BTCC : plateforme d'échange Bitcoin chinoise (Bobby Lee);peche;;bitcoin;;;;;;nd;non;;;;graphe v97 (Chapitre I);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;Phase de péché [DevelopmentPhase];;Plateforme d'échange Bitcoin fondée par Bobby Lee (frère de Charlie Lee). L'une des premières plateformes majeures asiatiques (Sedgwick 2018d).;75ac54bedbfb4fe5a5f32aa8f0e74677;;;chantier;;;
G162;graphe;2013;annee;;acte;BIP-39 : phrases mnémoniques (wallets HD);peche;iii;bitcoin;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1.2 — Une remise en ordre rapide (CVE 2018) | III.2.3 — Des acteurs au cœur de la gouvernance sur le protocole : gouvernance de huis clos | III.3.3 — Gouvernance ouverte et publique pour des forks controversés;;Phase de péché [DevelopmentPhase];;;22355ecc9bf04737be7e071a871509f3;;;chantier;;;
G163;graphe;2013;annee;;acte;Vente de SatoshiDice par Voorhees (2013, 12,4M$);peche;i;bitcoin;;;;;;nd;non;;;;graphe v97 (chapitre nd);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;SatoshiDice;Phase de péché [DevelopmentPhase];;;96d4a9ccc4d542dc938d1aa9d6399339;;;chantier;;;
F016;figure;2013-01-01;mois;;acte;Lancement de service financier sur Bitcoin, par BTCJam;peche;i;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2013-01-01);;;;;[jour 01 = convention mois probable de la frise] colonnes analytiques a coder;;;;chantier;;;
G024;graphe;2013-01-09;jour;;acte;CVE-2013-2293 — Continuous hard disk seek;peche;;bitcoin;nd;core_devs;on_chain;incident;innovation_protocolaire;conf_methodique(±);oui;15;CVE-2013-2293;crises-protocolaires;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;ce0f6a5e811447c8ba4674075a6cf057;valide(lot3);"wiki des crises (ch.III l.181-249) via graphe v97 : crisisType=DOS (Déni de service) ; correctif protocolaire implique ; attaquant hors typologie (precedent E065) - devs en reponse ; effet reseau -> on_chain";validee;systeme_protocole;d35d720e1fa24d9fbe665a90ac0abc73;protocole Bitcoin
G025;graphe;2013-01-11;jour;;acte;CVE-2013-2272 — Remote discovery of node's wallet addresses;peche;;bitcoin;core_devs;;depots_de_code;incident;innovation_protocolaire;nd;oui;16;CVE-2013-2272;crises-protocolaires;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;ee9911c3aa4c435582ccca09979c5000;valide(lot3);"wiki des crises (ch.III l.181-249) via graphe v97 : crisisType=Exposition (Exposure) ; correctif protocolaire implique ; bogue decouvert/corrige par les devs (precedent E015) ; traitement en depot de code";validee;systeme_protocole;d35d720e1fa24d9fbe665a90ac0abc73;protocole Bitcoin
F017;figure;2013-01-24;jour;;acte;Premier services de Conformité (AML/KWC), par Walledo;peche;v;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2013-01-24);;;;;colonnes analytiques a coder;;;;chantier;;;
G026;graphe;2013-01-30;jour;;acte;CVE-2013-2292 — A transaction that takes at least 3 minutes to verify;peche;;bitcoin;nd;core_devs;on_chain;incident;innovation_protocolaire;conf_methodique(±);oui;17;CVE-2013-2292;crises-protocolaires;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;896936e6d50b46f89947a60e01aa584a;valide(lot3);"wiki des crises (ch.III l.181-249) via graphe v97 : crisisType=DOS (Déni de service) ; exploited=non ; correctif protocolaire implique ; attaquant hors typologie (precedent E065) - devs en reponse ; effet reseau -> on_chain";validee;systeme_protocole;d35d720e1fa24d9fbe665a90ac0abc73;protocole Bitcoin
G027;graphe;2013-01-30;jour;;acte;CVE-2013-2273 — Predictable change output;peche;;bitcoin;core_devs;;depots_de_code;incident;innovation_protocolaire;nd;oui;18;CVE-2013-2273;crises-protocolaires;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;580caacd80b14170b0d6dc071106071b;valide(lot3);"wiki des crises (ch.III l.181-249) via graphe v97 : crisisType=Exposition (Exposure) ; correctif protocolaire implique ; bogue decouvert/corrige par les devs (precedent E015) ; traitement en depot de code";validee;systeme_protocole;d35d720e1fa24d9fbe665a90ac0abc73;protocole Bitcoin
G029;graphe;2013-02-08;jour;;acte;CVE-2013-4627 — Memory exhaustion with excess tx message data;peche;;bitcoin;nd;core_devs;on_chain;incident;innovation_protocolaire;conf_methodique(±);oui;21;CVE-2013-4627;crises-protocolaires;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;eb0766a0711945a08d6e4c526615bfd7;valide(lot3);"wiki des crises (ch.III l.181-249) via graphe v97 : crisisType=DOS (Déni de service) ; correctif protocolaire implique ; attaquant hors typologie (precedent E065) - devs en reponse ; effet reseau -> on_chain";validee;systeme_protocole;d35d720e1fa24d9fbe665a90ac0abc73;protocole Bitcoin
G057;graphe;2013-03;mois;;acte;Cyprus banking crisis Bitcoin spike;peche;i;bitcoin;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;Phase de péché [DevelopmentPhase];InfrastructureEvent — Cyprus banking crisis (price episode);La crise bancaire chypriote de mars 2013 (confiscation partielle des dépôts) provoque un afflux d'intérêt pour Bitcoin comme valeur refuge hors système bancaire.;a2202dfdedd543b1a937ca4759b26b4d;;;douteuse;;;
F018;figure;2013-03-11;jour;;acte;Split de Chain lié à un bogue lié à une optimisation de base de données;peche;vi;bitcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2013-03-11);;;;;colonnes analytiques a coder;;;;chantier;;;
G028;graphe;2013-03-11;jour;;acte;CVE-2013-3219 — Unenforced block protocol rule;peche;;bitcoin;core_devs;;depots_de_code;incident;innovation_protocolaire;integrite_monnayage(±);oui;20;CVE-2013-3219;crises-protocolaires;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;0d3e806ee1f94421b7ff458eedc65ffa;valide(lot3);"wiki des crises (ch.III l.181-249) via graphe v97 : crisisType=Fausse confirmation (Fake Conf) ; correctif protocolaire implique ; bogue decouvert/corrige par les devs (precedent E015) ; traitement en depot de code";validee;systeme_protocole;d35d720e1fa24d9fbe665a90ac0abc73;protocole Bitcoin
G090;graphe;2013-03-15;jour;;acte;Split de chaîne (bug de consensus, 15/03/2013);peche;vi;bitcoin;;;;;;nd;non;;;;graphe v97 (Chapitre I / Chapitre III);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;Phase de preuve de concept [DevelopmentPhase];;Bug de consensus provoquant un split de chaîne (fork non intentionnel) entre les clients Bitcoin 0.7 et 0.8. Résolution d'urgence coordonnée par les Core Devs. Mentionné dans la th;5eeed0a89f93410184336105b8e4ec33;;;chantier;;;
G042;graphe;2013-03-24;jour;;acte;BIP-0034 — Mandatory block protocol update (Height in coinbase);peche;;bitcoin;core_devs;;depots_de_code;incident;;nd;oui;0034;;crises-protocolaires;graphe v97 (chapitre nd);III.1.2 — Une remise en ordre rapide (CVE 2018) | III.2.3 — Des acteurs au cœur de la gouvernance sur le protocole : gouvernance de huis clos | III.3.3 — Gouvernance ouverte et publique pour des forks controversés;;;;;eeece02d7bd2411f94b4cffa2d816367;valide(lot3);"wiki des crises (ch.III l.181-249) via graphe v97 : crisisType=Fausse confirmation (Fake Conf) — Soft fork ; bogue decouvert/corrige par les devs (precedent E015) ; traitement en depot de code";validee;initiateur;7b29b0d2d8404396bbaa5742e07d8f21;Core Developers (Bitcoin)
E044;catalogue;2013-04;mois;;acte;BIP16 (P2SH) implementee - multi-signatures;peche;vi;bitcoin;core_devs;;depots_de_code;innovation_protocolaire;;conf_methodique(+);non;;;portefeuilles;ch.I l.277 + n.80 l.619;;;;;en rouge (texte) - BIP39 associee - integree par BitGo des aout;;valide(calibrage);;validee;;;
E045;catalogue;2013-04;mois;;seuil;Crise chypriote - BTC valeur refuge a 230 dollars;peche;i*;bitcoin;nd;;marches_plateformes;nd;;valorisation(+);non;;;marches;ch.I l.281;;;;;capitalisation vers 1 Md dollars;;valide(calibrage);;validee;;;
E046;catalogue+graphe;2013-05;mois;;acte;Attaque DDOS sur MtGox - chute a 76 dollars;peche;i*;bitcoin;entrepreneurs_exchanges;;marches_plateformes;incident;;valorisation(-);non;;;marches;ch.I l.281;"Chapitre I ; III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…";;;;effet 2 conf_methodique(-);4e1a794249594b368e13e558174dea38;valide(calibrage);;validee;;;
E047;catalogue;2013-07;mois;;acte;Comite interprofessionnel DATA cree;peche;v*;bitcoin;entrepreneurs_exchanges;;entreprises_services;innovation_infrastructurelle;;nd;non;;;representation;ch.I l.281;;;;;;;valide(calibrage);;validee;;;
G100;graphe;2013-07;mois;;acte;Digital Asset Transfer Authority (juillet 2013);peche;v;bitcoin;;;;;;nd;non;;;;graphe v97 (Chapitre I) + fig. n6 V2.8 (bin);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;Phase de péché [DevelopmentPhase] | I.4 Conclusion du Chapitre I [ThesisSection];;Comite interprofessionnel cree en juillet 2013 pour representer les interets de l'ecosysteme Bitcoin face au cadre reglementaire emergent. Illustre l'institutionnalisation croissan;61c00091249c44d88bc06e678331e6dc;;;chantier;;;
F019;figure;2013-07-07;jour;;acte;"Lancement de ""PrimeCoin"", sa PoW sert à la découverte de nombres premiers, par S. King";peche;vii;altcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2013-07-07);;;;;colonnes analytiques a coder;;;;chantier;;;
F020;figure;2013-07-13;jour;;acte;"Premier métaprotocole ""MasterCoin / Omni"" & Première ""ICO"", émission d'UCN contre des BTC; par J.R. Willet";peche;vii;altcoin;;;;;;nd;non;;;;fig. n6 V2.8 (bin) (2013-07-13);;;;;colonnes analytiques a coder;;;;chantier;;;
G030;graphe;2013-07-20;jour;;acte;CVE-2013-4165 — Timing leak in RPC authentication;peche;;bitcoin;nd;core_devs;on_chain;incident;innovation_protocolaire;integrite_monnayage(±);oui;22;CVE-2013-4165;crises-protocolaires;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;78dcb8a0af094eb0a1cea842f7f97212;valide(lot3);"wiki des crises (ch.III l.181-249) via graphe v97 : crisisType=Vol (Theft) ; exploited=non ; correctif protocolaire implique ; attaquant hors typologie (precedent E065) - devs en reponse ; effet reseau -> on_chain";validee;systeme_protocole;d35d720e1fa24d9fbe665a90ac0abc73;protocole Bitcoin
E048;catalogue+graphe;2013-07-31;jour;;acte;Lancement du reseau Mastercoin - premiere ICO (5120 BTC);peche;vii;altcoin;core_devs;entrepreneurs_exchanges;marches_plateformes;financiarisation;innovation_protocolaire;nd;non;;;ico;ch.I l.373;"Chapitre I ; I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs";Mastercoin;Phase de péché [DevelopmentPhase];;premine critiquee (Buterin 2013a);cb4acdc336754f22840ba9a4192a941e;valide(calibrage);;validee;;;
G031;graphe;2013-09-04;jour;;acte;CVE-2013-5700 — Remote p2p crash via bloom filters;peche;;bitcoin;nd;core_devs;on_chain;incident;innovation_protocolaire;conf_methodique(±);oui;23;CVE-2013-5700;crises-protocolaires;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;00586d082e964abab5d9f45c73948400;valide(lot3);"wiki des crises (ch.III l.181-249) via graphe v97 : crisisType=DOS (Déni de service) ; correctif protocolaire implique ; attaquant hors typologie (precedent E065) - devs en reponse ; effet reseau -> on_chain";validee;systeme_protocole;d35d720e1fa24d9fbe665a90ac0abc73;protocole Bitcoin
