volet,entity_id,entity_name,entity_types,cle_date,valeur_date,a_dateSource,valeur_dateSource,a_dateAuthority,valeur_dateAuthority,a_url,qualite_source,relations_probatoires,entree_biblio_appariee,annee_biblio,statut,decision_requise,question_pour_mael,notes,regime_de_preuve,confirme_par_these,motif_regime
2_annees_references,206f2addc41144a8abb84aff060fc00f,Bano et al. 2017,Reference,year,2017-01-01T00:00:00.000Z,non,,non,,oui,aucune,,"l.110 — BANO Shehar, ALBERTO Sonnino, AL-BASSAM Mustafa, AZOUVI Sarah, MCCORRY; Patrick, MEIKLEJOHN Sarah et DANEZIS George, 2017, « SoK: Consensus in the Age of Blockchains », https://arxiv.org/pdf/1711.03936, consulté le 5 mai",2017,accord,non,,apparié par patronyme+année (entrée unique ; similarité titre 1.00),,,hors perimetre (volet 2)
2_annees_references,a5bcf26d91c04f4593ef7a0776dacb52,Banque de France 2013,Reference,year,2013,non,,non,,non,aucune,,"l.112 — BANQUE DE FRANCE, 2013, « Les dangers liés au développement des monnaies virtuelles : l’exemple du bitcoin », Focus, vol. 05/12/2013, no 10.",2013,accord,non,,apparié par patronyme+année (entrée unique pour ce couple),,,hors perimetre (volet 2)
2_annees_references,e7daf0b469ff4a0a9dc9be81ac269477,Barlow 2016 — Declaration of Independence of Cyberspace,IndigenousLiterature|Reference,year,2016,non,,non,,non,aucune,,"l.114 — BARLOW John Perry, 2016, « A Declaration of the Independence of Cyberspace », https://www.eff.org/fr/cyberspace-independence, 20 janvier 2016, consulté le 6 mai 2020.",2016,accord,non,,apparié par patronyme+année (entrée unique ; similarité titre 1.00),,,hors perimetre (volet 2)
2_annees_references,3a5f6962ebb4440283c245a23655a5a6,Baron 2003 — La gouvernance concept polysémique,AcademicWork|Reference,year,2003,non,,non,,non,aucune,,"l.116 — BARON Catherine, 2003, « La gouvernance : débats autour d’ un concept polysémique », Droit et société, 2003, vol. 2, n° 54.",2003,accord,non,,apparié par patronyme+année (entrée unique ; similarité titre 1.00),,,hors perimetre (volet 2)
2_annees_references,9c49d164ca0c46888f6b7f2ab8d5b49c,Barro & Gordon 1983 — Rules discretion and reputation,AcademicWork|Reference,year,1983,non,,non,,non,aucune,,"l.120 — BARRO Robert J., & GORDON, David B., 1983. « Rules, discretion and reputation in a model of monetary policy », Journal of Monetary Economics, Elsevier, vol. 12(1), pages 101-121.",1983,accord,non,,apparié par patronyme+année (entrée unique ; similarité titre 1.00),,,hors perimetre (volet 2)
2_annees_references,ae01bbd26c97490f9d613d92bd4a7081,Barro 1986 — Rules Versus Discretion,AcademicWork|Reference,year,1986,non,,non,,non,aucune,,"l.118 — BARRO Robert J., 1986, « Recent Developments in the Theory of Rules Versus Discretion », The Economic Journal, 1986, vol. 96, p. 23‑37.",1986,accord,non,,apparié par patronyme+année (entrée unique ; similarité titre 1.00),,,hors perimetre (volet 2)
2_annees_references,ae73f326b85f491da28770ac6b6b9bc9,Bartoletti & Pompianu 2017,Reference,year,2017-01-01T00:00:00.000Z,non,,non,,non,aucune,,"l.122 — BARTOLETTI Massimo et POMPIANU Livio, 2017, « An analysis of Bitcoin OP RETURN metadata », arXiv preprint arXiv:1702.01024., 2017.",2017,accord,non,,apparié par patronyme+année (entrée unique ; similarité titre 1.00),,,hors perimetre (volet 2)
2_annees_references,b4b693b0021941cfbfc70e4f4afe3c5b,Bartoletti et Pompianu 2017,AcademicWork|Reference,year,2017,non,,non,,non,aucune,,"l.122 — BARTOLETTI Massimo et POMPIANU Livio, 2017, « An analysis of Bitcoin OP RETURN metadata », arXiv preprint arXiv:1702.01024., 2017.",2017,accord,non,,apparié par patronyme+année (entrée unique pour ce couple),,,hors perimetre (volet 2)
2_annees_references,6197ae54ffc647c8a745daff547aebd1,Bercy Infos 2020 — Crypto-actifs comment s'y retrouver,GreyLiterature|Reference,year,2020,non,,non,,non,aucune,,"l.124 — BERCY INFOS, 2020, « Crypto-monnaies, crypto-actifs... Comment s’y retrouver ? », https://www.economie.gouv.fr/particuliers/cryptomonnaies-cryptoactifs, 4 décembre 2020, consulté le 29 janvier 2021.",2020,accord,non,,apparié par patronyme+année (entrée unique ; similarité titre 1.00),,,hors perimetre (volet 2)
2_annees_references,ffef0b73382d4670bdf83e9aae4c24e6,Berry 2012 — Ethnographie sur Internet,AcademicWork|Reference,year,2012,non,,non,,non,aucune,,"l.126 — BERRY Vincent, 2012, « Ethnographie sur Internet : rendre compte du « virtuel  » , Les Sciences de l’éducation - Pour l’Ère nouvelle, 2012, vol. 45, no 4, p. 35.",2012,accord,non,,apparié par patronyme+année (entrée unique ; similarité titre 1.00),,,hors perimetre (volet 2)
2_annees_references,154e47beee654756a38fcc0d7c8aba2b,Bezbakh 2019 — Inflation et désinflation,AcademicWork|Reference,year,2019,non,,non,,non,aucune,,"l.128 — BEZBAKH Pierre, 2019, Inflation et désinflation, Paris, La Découverte (coll. « Repères »), vol.7e éd., 128 p.",2019,accord,non,,apparié par patronyme+année (entrée unique ; similarité titre 0.19),,,hors perimetre (volet 2)
2_annees_references,58bad1bd625d4ff4928204acc3705e6e,Bier 2021a,AcademicWork|Reference,year,2021,non,,non,,non,aucune,,"l.130 — BIER Jonathan, 2021a, « The Blocksize War – Chapter 16 – Litecoin » dans The Blocksize War: The battle over who controls Bitcoin’s protocol rules, s.l., s.é., 227 p.",2021,accord,non,,apparié par patronyme+année+suffixe 'a',,,hors perimetre (volet 2)
2_annees_references,4304b6cc4a5540a5957f98aea18c2792,Bier 2021b — Blocksize War Ch.3 Scaling I Montreal,AcademicWork|Reference,year,2021,non,,non,,non,aucune,,"l.132 — BIER Jonathan, 2021b, « The Blocksize War – Chapter 3 – Scaling I – Montreal » dans The Blocksize War: The battle over who controls Bitcoin’s protocol rules, s.l., s.é., 227 p.",2021,accord,non,,apparié par patronyme+année+suffixe 'b',,,hors perimetre (volet 2)
2_annees_references,e8798f2d51f74a519e8b5c7a55d7c8f6,Bier 2021c — Blocksize War Ch.8 Hong Kong Roundtable,AcademicWork|Reference,year,2021,non,,non,,non,aucune,,"l.134 — BIER Jonathan, 2021c, « The Blocksize War – Chapter 8 – Hong Kong Roundtable » dans The Blocksize War: The battle over who controls Bitcoin’s protocol rules, s.l., s.é., 227 p..",2021,accord,non,,apparié par patronyme+année+suffixe 'c',,,hors perimetre (volet 2)
2_annees_references,7bfdc2d35c024d118b936ae6b45dc973,Bier 2021d,AcademicWork|Reference,year,2021,non,,non,,non,aucune,,"l.136 — BIER Jonathan, 2021d, « The Blocksize War – Chapter 2 – March To War » dans The Blocksize War: The battle over who controls Bitcoin’s protocol rules, s.l., s.é., 227 p.",2021,accord,non,,apparié par patronyme+année+suffixe 'd',,,hors perimetre (volet 2)
2_annees_references,7ee2037b78e14507b44f8caa68251619,Bier 2021e — Blocksize War Ch.4 Scaling II Hong Kong,AcademicWork|Reference,year,2021,non,,non,,non,aucune,,"l.138 — BIER Jonathan, 2021e, « The Blocksize War – Chapter 4 – Scaling II – Hong Kong » dans The Blocksize War: The battle over who controls Bitcoin’s protocol rules, s.l., s.é., 227 p.",2021,accord,non,,apparié par patronyme+année+suffixe 'e',,,hors perimetre (volet 2)
2_annees_references,e9b77ef3c0cc4f659881702b3bd36bac,Bier 2021f — Blocksize War Ch.18 New York Agreement,AcademicWork|Reference,year,2021,non,,non,,non,aucune,,"l.140 — BIER Jonathan, 2021f, « The Blocksize War – Chapter 18 – New York Agreement » dans The Blocksize War: The battle over who controls Bitcoin’s protocol rules, s.l., s.é., 227 p.",2021,accord,non,,apparié par patronyme+année+suffixe 'f',,,hors perimetre (volet 2)
2_annees_references,5aab53cf651f4bf2a4910c8841673b02,Binance 2017 — Whitepaper Binance Token,Reference,year,2017,non,,non,,non,aucune,,,,entree_bibliographique_introuvable,non,,"aucune entrée du MD ne porte un des patronymes candidats (BINANCE) ; non-résolution, pas preuve d'erreur ; une Reference sans entrée au MD peut simplement n'avoir pas été convertie du PDF : ce n'est pas un défaut constaté",,,hors perimetre (volet 2)
2_annees_references,3ed56967e0d24141a3fe023d6dfe5a01,BitMEX Research 2018b — Ripple story,GreyLiterature|Reference,year,2018,non,,non,,non,aucune,,"l.172 — BITMEX RESEARCH, 2018b, « The Ripple story », BitMEX Blog, https://blog.bitmex.com/the-ripple- story/ , 6 février 2018, consulté le 24 septembre 2020.",2018,accord,non,,apparié par patronyme+année+suffixe 'b',,,hors perimetre (volet 2)
2_annees_references,308a84881f5646149829a280121952b5,BitMEX Research 2020b,GreyLiterature|Reference,year,2020,non,,non,,non,aucune,,"l.166 — BITMEX RESEARCH, 2020b, « Growth In The Level Of Precision Of Bitcoin Spending », BitMEX Blog, https://blog.bitmex.com/bitcoin -transaction-output-value-precision/ , 27 janvier 2020, consulté le 28 juillet 2020.",2020,accord,non,,apparié par patronyme+année+suffixe 'b',,,hors perimetre (volet 2)
2_annees_references,20c955b4d08b43238954a2ddc14020d6,BitMEXResearch 2022,GreyLiterature|Reference,year,2022,non,,non,,non,aucune,,,,resolution_ambigue,oui,Le nœud « BitMEXResearch 2022 » désigne-t-il bien l'entrée du MD l.? (?) ? oui/non,"7 entrées portent ce patronyme (années 2017,2018,2020), aucune en 2022, et le graphe ne porte pas de titre pour discriminer",,,hors perimetre (volet 2)
2_annees_references,2c773020f5214d0aab99737d494ef2c8,Bitcoin Core 2014 — version 0.9.0 released,IndigenousLiterature|Reference,year,2014,non,,non,,non,aucune,,"l.152 — BITCOIN CORE, 2014, « Bitcoin Core version 0.9.0 released », https://bitcoin.org/en/release/v0.9.0#downgrading-warnings , 19 mars 2014, consulté le 2 juin 2023.",2014,accord,non,,apparié par patronyme+année (entrée unique ; similarité titre 1.00),,,hors perimetre (volet 2)
2_annees_references,3d0cbcef5e434da1adc012942e302113,Bitcoin Core 2018 Rapport divulgation,Reference,year,2018-01-01T00:00:00.000Z,non,,non,,oui,aucune,,"l.148 — BITCOIN CORE, 2018a, « CVE-2018-17144 Full Disclosure », https://bitcoincore.org/en/2018/09/20/notice/, 20 septembre 2018, consulté le 20 septembre 2019.",2018,accord,non,,apparié par patronyme+année+titre (similarité 1.00),,,hors perimetre (volet 2)
2_annees_references,dd3e2896aaa6408a84dded4e2922471e,Bitcoin Core 2018a — CVE-2018-17144 Full Disclosure,IndigenousLiterature|Reference,year,2018,non,,non,,non,aucune,,"l.148 — BITCOIN CORE, 2018a, « CVE-2018-17144 Full Disclosure », https://bitcoincore.org/en/2018/09/20/notice/, 20 septembre 2018, consulté le 20 septembre 2019.",2018,accord,non,,apparié par patronyme+année+suffixe 'a',,,hors perimetre (volet 2)
2_annees_references,a22db16b88124625a0514a2f6ea0545b,Bitcoin Core 2018b — CONTRIBUTING to Bitcoin Core,IndigenousLiterature|Reference,year,2018,non,,non,,non,aucune,,"l.150 — BITCOIN CORE, 2018b, « CONTRIBUTING to Bitcoin Core », https://github.com/chaintope/tapyrus- core/blob/master/CONTRIBUTING.md, 2018, consulté le 24 septembre 2024.",2018,accord,non,,apparié par patronyme+année+suffixe 'b',,,hors perimetre (volet 2)
2_annees_references,2657595f89414142abf89fef823260b5,Bitcoin Foundation 2013 — About,IndigenousLiterature|Reference,year,2013,non,,non,,non,aucune,,,,entree_bibliographique_introuvable,non,,"aucune entrée du MD ne porte un des patronymes candidats (BITCOIN FOUNDATION) ; non-résolution, pas preuve d'erreur ; une Reference sans entrée au MD peut simplement n'avoir pas été convertie du PDF : ce n'est pas un défaut constaté",,,hors perimetre (volet 2)
2_annees_references,bc7f490962eb4ef0a437207bd6b56905,Bitcoin Foundation 2014 — The Foundation's Vision,IndigenousLiterature|Reference,year,2014,non,,non,,non,aucune,,,,entree_bibliographique_introuvable,non,,"aucune entrée du MD ne porte un des patronymes candidats (BITCOIN FOUNDATION) ; non-résolution, pas preuve d'erreur ; une Reference sans entrée au MD peut simplement n'avoir pas été convertie du PDF : ce n'est pas un défaut constaté",,,hors perimetre (volet 2)
2_annees_references,02ecb7bc25414f3391f3c67145607241,Bitmex Research 2017 DAO Hard Fork,Reference,year,2017-01-01T00:00:00.000Z,non,,non,,oui,aucune,,"l.176 — BITMEX RESEARCH, 2017b, « Revisiting “The DAO” », BitMEX Blog , https://blog.bitmex.com/revisiting-the-dao/ , 22 novembre 2017, consulté le 27 mars 2019.",2017,accord,non,,apparié par patronyme+année+titre (similarité 1.00),,,hors perimetre (volet 2)
2_annees_references,67fb1ee45c044b9b8ceb44519f69f122,Bitmex Research 2017a — History Bitcoin Consensus Forks,GreyLiterature|Reference,year,2017,non,,non,,non,aucune,,"l.174 — BITMEX RESEARCH, 2017a, « A complete history of Bitcoin’s consensus Forks », BitMEX Blog , https://blog.bitmex.com/bitcoins-consensus-Forks/ , 28 décembre 2017, consulté le 10 décembre 2019.",2017,accord,non,,apparié par patronyme+année+suffixe 'a',,,hors perimetre (volet 2)
2_annees_references,a42a1798e79d47b7a9e3a02921b24cf7,Bitmex Research 2017b — Revisiting The DAO,GreyLiterature|Reference,year,2017,non,,non,,non,aucune,,"l.176 — BITMEX RESEARCH, 2017b, « Revisiting “The DAO” », BitMEX Blog , https://blog.bitmex.com/revisiting-the-dao/ , 22 novembre 2017, consulté le 27 mars 2019.",2017,accord,non,,apparié par patronyme+année+suffixe 'b',,,hors perimetre (volet 2)
2_annees_references,f6f684376ae1449189b28f097a07fc6f,Bitmex Research 2018 Implementations,Reference,year,2018-01-01T00:00:00.000Z,non,,non,,oui,aucune,,"l.168 — BITMEX RESEARCH, 2018, « Competing with Bitcoin Core », BitMEX Blog , https://blog.bitmex.com/bitcoin-cores-competition/ , 15 octobre 2018, consulté le 17 octobre 2019.",2018,accord,non,,apparié par patronyme+année+titre (similarité 1.00),,,hors perimetre (volet 2)
2_annees_references,c6cda6d8c3b14482b6051e1703c5e756,Blanc & Fare 2013 — Role of Governments Community Currencies,AcademicWork|Reference,year,2013,non,,non,,non,aucune,,"l.192 — BLANC Jérôme et FARE Marie, 2013, « Understanding the Role of Governments and Administrations in the Implementation of Community and Complementary Currencies », Annals of Public and Cooperative Economics, 2013, vol. 84, ",2013,accord,non,,apparié par patronyme+année (entrée unique ; similarité titre 0.79),,,hors perimetre (volet 2)
2_annees_references,923a78235ac1409288edfbcd7a3409a1,Blanc & Fare 2017 — La monnaie éclairages institutionnalistes,AcademicWork|Reference,year,2017,non,,non,,non,aucune,,"l.190 — BLANC Jérôme et FARE Marie, 2017, « La monnaie, éclairages et débats institutionnalistes », Économie et Institutions, 31 décembre 2017, no 26.",2017,accord,non,,apparié par patronyme+année (entrée unique ; similarité titre 1.00),,,hors perimetre (volet 2)
2_annees_references,7094b28621af4595939c08525b718f39,Blanc 1998 Monnaies paralleles,Reference,year,1998-01-01T00:00:00.000Z,non,,non,,non,aucune,,"l.186 — BLANC Jérôme, 1998a, « Les monnaies parallèles. Approches historiques et théoriques », Université Lumière - Lyon II, 1998. French., s.l.",1998,accord,non,,apparié par patronyme+année+titre (similarité 1.00),,,hors perimetre (volet 2)
2_annees_references,a906b88366234d5d97901ee6cb3673d2,Blanc 1998a — Les monnaies parallèles approches historiques,AcademicWork|Reference,year,1998,non,,non,,non,aucune,,"l.186 — BLANC Jérôme, 1998a, « Les monnaies parallèles. Approches historiques et théoriques », Université Lumière - Lyon II, 1998. French., s.l.",1998,accord,non,,apparié par patronyme+année+suffixe 'a',,,hors perimetre (volet 2)
2_annees_references,96bdb9f6cad746f28ff711462c46d8b0,Blanc 1998b — Les monnaies parallèles évaluation,AcademicWork|Reference,year,1998,non,,non,,non,aucune,,"l.188 — BLANC Jérôme, 1998b, « Les monnaies parallèles : évaluation du phénomène et enjeux théoriques », Revue d’économie financière, 1998, AEF, p. 81-102.",1998,accord,non,,apparié par patronyme+année+suffixe 'b',,,hors perimetre (volet 2)
2_annees_references,621555b126f4496c94f5ea08a904603e,Blanc 2008 — Usages de l'argent pratiques monétaires,AcademicWork|Reference,year,2008,non,,non,,non,aucune,,"l.184 — BLANC Jérôme, 2008, « Usages de l’argent et pratiques monétaires », halshs-00278345, 2008, p. 30.",2008,accord,non,,apparié par patronyme+année (entrée unique ; similarité titre 0.99),,,hors perimetre (volet 2)
2_annees_references,38ffe3510ae04ff09cef5676920e4dc5,Blanc 2009 IMF,Reference,year,2009-01-01T00:00:00.000Z,non,,non,,non,aucune,,"l.180 — BLANC Jérôme, 2009a, « Contraintes et choix organisationnels dans les dispositifs de monnaies sociales », Annales de l’économie publique, sociale et cooperative, 2009, 80:4, p. 547‑577.",2009,accord,non,,apparié par patronyme+année+titre (similarité 1.00),,,hors perimetre (volet 2)
2_annees_references,4df197e434614e35879f37a0c40d6679,Blanc 2009a — Monnaies sociales contraintes organisationnelles,AcademicWork|Reference,year,2009,non,,non,,non,aucune,,"l.180 — BLANC Jérôme, 2009a, « Contraintes et choix organisationnels dans les dispositifs de monnaies sociales », Annales de l’économie publique, sociale et cooperative, 2009, 80:4, p. 547‑577.",2009,accord,non,,apparié par patronyme+année+suffixe 'a',,,hors perimetre (volet 2)
2_annees_references,47d023c1e1b343b2b311162d19f9c365,Blanc 2009b — Usages de l'argent (Traité sociologie),AcademicWork|Reference,year,2009,non,,non,,non,aucune,,"l.182 — BLANC Jérôme, 2009b, « Usages de l’argent et pratiques monétaire » dans Presses Universitaires de France (ed.), Traité de sociologie économique (sous la direction de P. Steiner et F. Vatin), Quadrige., Paris, p. 649‑688.",2009,accord,non,,apparié par patronyme+année+suffixe 'b',,,hors perimetre (volet 2)
2_annees_references,56dc412f484748a8a5dab8f7a0bfa9c8,Bohme et al 2015 Bitcoin Economics,Reference,year,2015-01-01T00:00:00.000Z,non,,non,,non,aucune,,"l.194 — BÖHME Rainer, CHRISTIN Nicolas, EDELMAN Benjamin et MOORE Tyler, 2015, « Bitcoin: Economics, Technology, and Governance », Journal of Economic Perspectives, 2015, vol. 29, no 2, p. 213‑238.",2015,accord,non,,apparié par patronyme+année (entrée unique ; similarité titre 1.00),,,hors perimetre (volet 2)
2_annees_references,b1e56c595625472bbd61740c7549cb4d,Bollier 2007 — The Growth of the Commons Paradigm,AcademicWork|Reference,year,2007,non,,non,,non,aucune,,"l.198 — BOLLIER David, 2007, « The Growth of the Commons Paradigm » dans Understanding knowledge as a commons: From theory to practice, s.l.",2007,accord,non,,apparié par patronyme+année (entrée unique ; similarité titre 1.00),,,hors perimetre (volet 2)
2_annees_references,762e6813527d4880b74075d23740679a,Bonneau et al. 2015,AcademicWork|Reference,year,2015,non,,non,,non,aucune,,"l.200 — BONNEAU Joseph, MILLER Andrew, CLARK Jeremy, NARAYANAN Arvind, KROLL Joshua A, FELTEN Edward W et FOUNDATION Electronic Frontier, 2015, « SoK : Research Perspectives and Challenges for Bitcoin and Cryptocurrencies », s.l",2015,accord,non,,apparié par patronyme+année (entrée unique pour ce couple),,,hors perimetre (volet 2)
2_annees_references,85ea3fbf6756411088682089319f9a25,Bonneau et al. 2015 — SoK Bitcoin Cryptocurrencies,AcademicWork|Reference,year,2015,non,,non,,non,aucune,,"l.200 — BONNEAU Joseph, MILLER Andrew, CLARK Jeremy, NARAYANAN Arvind, KROLL Joshua A, FELTEN Edward W et FOUNDATION Electronic Frontier, 2015, « SoK : Research Perspectives and Challenges for Bitcoin and Cryptocurrencies », s.l",2015,accord,non,,apparié par patronyme+année (entrée unique ; similarité titre 1.00),,,hors perimetre (volet 2)
2_annees_references,9ec05e6390f2465c96df8c0dcff5d1d0,Bounie & Lavoisier 2003 — La monnaie électronique,AcademicWork|Reference,year,2003,non,,non,,non,aucune,,"l.204 — BOUNIE David et LAVOISIER Soriano, 2003, La monnaie électronique, Ed. Lavoisier, n°1/2003, vol. 4.",2003,accord,non,,apparié par patronyme+année (entrée unique pour ce couple),,,hors perimetre (volet 2)
2_annees_references,e842404ac62041138262f6fb317485f8,Bounie 2001 — Incidences bancaires paiement électronique,AcademicWork|Reference,year,2001,non,,non,,non,aucune,,"l.202 — BOUNIE David, 2001, « Quelques incidences bancaires et monétaires des systèmes de paiement électronique », Revue économique, 2001, vol. 52, no 7, p. 313.",2001,accord,non,,apparié par patronyme+année (entrée unique ; similarité titre 1.00),,,hors perimetre (volet 2)
2_annees_references,1fd79ed6648e43538068fa4540bc12b7,Bowker 1996 Infrastructure Inversion,Reference,year,1996-01-01T00:00:00.000Z,non,,non,,non,aucune,,"l.206 — BOWKER Geoffrey C, 1996, « The history of information infrastructures: The case of the international classification of diseases », Information Processing & Management, janvier 1996, vol. 32, no 1, p. 49‑61.",1996,accord,non,,apparié par patronyme+année (entrée unique ; similarité titre 1.00),,,hors perimetre (volet 2)
2_annees_references,f420ad44b02844fa853e4035b9ad224e,Bowker 1996 — History of Information Infrastructures,AcademicWork|Reference,year,1996,non,,non,,non,aucune,,"l.206 — BOWKER Geoffrey C, 1996, « The history of information infrastructures: The case of the international classification of diseases », Information Processing & Management, janvier 1996, vol. 32, no 1, p. 49‑61.",1996,accord,non,,apparié par patronyme+année (entrée unique ; similarité titre 1.00),,,hors perimetre (volet 2)
2_annees_references,6a5e27f616b143dbb797376acca129cf,Bradbury 2013,GreyLiterature|Reference,year,2013,non,,non,,non,aucune,,"CANDIDAT NON CONFIRMÉ — l.210 — BRADBURY Danny, 2014, « Bitcoin Transaction Fees To Be Slashed Tenfold », https://www.coindesk.com/markets/2014/02/28/bitcoin-transaction-fees-to-be-slashed-tenfold/, 28 février 2014, consulté le 8 novembre 2021.",2014,resolution_ambigue,oui,Le nœud « Bradbury 2013 » désigne-t-il bien l'entrée du MD l.210 (2014) ? oui/non,"une seule entrée au MD pour ce patronyme, en 2014 ; le graphe ne porte pas de titre, l'identité de l'œuvre n'est donc pas établie : impossible de trancher entre une année erronée et une œuvre absente de la bibliographie",,,hors perimetre (volet 2)
2_annees_references,13392028e0914028989b1b58efe04c03,Bradbury 2014,GreyLiterature|Reference,year,2014,non,,non,,non,aucune,,"l.210 — BRADBURY Danny, 2014, « Bitcoin Transaction Fees To Be Slashed Tenfold », https://www.coindesk.com/markets/2014/02/28/bitcoin-transaction-fees-to-be-slashed-tenfold/, 28 février 2014, consulté le 8 novembre 2021.",2014,accord,non,,apparié par patronyme+année (entrée unique pour ce couple),,,hors perimetre (volet 2)
2_annees_references,d672ddb50e8346f8be770f2fe60dbf46,Breed 2020,GreyLiterature|Reference,year,2020,non,,non,,non,aucune,,"l.212 — BREED Cathy, 2020, « Why Work in Blockchain? — Journey from C++ to Rust Developer », https://medium.com/centrality/why-work-in-blockchain-journey-from-c-to-rust-developer-eddbc9ccdc3d, 22 novembre 2020, consulté le 13 oc",2020,accord,non,,apparié par patronyme+année (entrée unique pour ce couple),,,hors perimetre (volet 2)
2_annees_references,0e96ccb67e8e4b5ba0f2c9af8d3276bd,Brokaw 2014,GreyLiterature|Reference,year,2014,non,,non,,non,aucune,,"l.218 — BROKAW Alex, 2014, « The People Who Burn Bitcoins », Editor’s Pick, Minyanville’s Wall Street, https://web.archive.org/web/20140429075927/http://www.minyanville.com/business-news/editors- pick/articles/The-People-Who-Bur",2014,accord,non,,apparié par patronyme+année (entrée unique pour ce couple),,,hors perimetre (volet 2)
2_annees_references,12c586ca60d94526a01963a1252861cf,Buterin 2013 Ethereum Whitepaper,Reference,year,2013,non,,non,,oui,aucune,,"l.262 — BUTERIN Vitalik, 2013a, « Ethereum: The Ultimate Smart Contract and Decentralized Application Platform », http://web.archive.org/web/20131228111141/http://vbuterin.com/ethereum.html , 28 décembre 2013, consulté le 6 octo",2013,accord,non,,apparié par patronyme+année+titre (similarité 1.00),,,hors perimetre (volet 2)
2_annees_references,7be95456e6fd4fee9f0595e3aff2bf25,Buterin 2013a,GreyLiterature|Reference,year,2013,non,,non,,non,aucune,,"l.262 — BUTERIN Vitalik, 2013a, « Ethereum: The Ultimate Smart Contract and Decentralized Application Platform », http://web.archive.org/web/20131228111141/http://vbuterin.com/ethereum.html , 28 décembre 2013, consulté le 6 octo",2013,accord,non,,apparié par patronyme+année+suffixe 'a',,,hors perimetre (volet 2)
2_annees_references,876698e2a15d4e6da5912cb1c391e08b,Buterin 2013b,GreyLiterature|Reference,year,2013,non,,non,,non,aucune,,"l.264 — BUTERIN Vitalik, 2013b, « Mastercoin: A Second-Generation Protocol on the Bitcoin Blockchain », https://bitcoinmagazine.com/technical/mastercoin-a-second-generation-protocol-on-the-bitcoin-blockchain- 1383603310 , 4 nove",2013,accord,non,,apparié par patronyme+année+suffixe 'b',,,hors perimetre (volet 2)
2_annees_references,31a81419d5414f378aa59f43eb4e2bc9,Buterin 2013c,GreyLiterature|Reference,year,2013,non,,non,,non,aucune,,"l.266 — BUTERIN Vitalik, 2013c, « The Bitcoin Gambling Diaspora », https://bitcoinmagazine.com/articles/the-bitcoin-gambling-diaspora-1375548799 , 3 août 2013, consulté le 5 août 2020.",2013,accord,non,,apparié par patronyme+année+suffixe 'c',,,hors perimetre (volet 2)
2_annees_references,3ceaf75ad5dc44f8baa0813b954cb5eb,Buterin 2013e,GreyLiterature|Reference,year,2013,non,,non,,non,aucune,,"l.270 — BUTERIN Vitalik, 2013e, « Dagger: A Memory-Hard to Compute, Memory -Easy to Verify Scrypt Alternative », http://www.hashcash.org/papers/dagger.html, consulté le 10 septembre 2020.",2013,accord,non,,apparié par patronyme+année+suffixe 'e',,,hors perimetre (volet 2)
2_annees_references,c0f588f7fb3747ea9c964a94661d0027,Buterin 2017,GreyLiterature|Reference,year,2017,non,,non,,non,aucune,,"l.224 — BUTERIN Vitalik, 2017a, « The very earliest versions of ETH protocol were a counterparty -style metacoin on top of primecoin. Not Bitcoin because the OP_RETURN wars were happening at the time », https://twitter.com/Vital",2017,accord,non,,année corroborée par 4 entrées du même patronyme ; l'entrée précise n'est pas discriminée,,,hors perimetre (volet 2)
2_annees_references,5c2cf7a5479d42bcaa2a9e3ee326ddf4,Böhme et al. 2015 — Bitcoin Economics Technology Governance,AcademicWork|Reference,year,2015,non,,non,,non,aucune,,"l.194 — BÖHME Rainer, CHRISTIN Nicolas, EDELMAN Benjamin et MOORE Tyler, 2015, « Bitcoin: Economics, Technology, and Governance », Journal of Economic Perspectives, 2015, vol. 29, no 2, p. 213‑238.",2015,accord,non,,apparié par patronyme+année (entrée unique ; similarité titre 1.00),,,hors perimetre (volet 2)
2_annees_references,030117094d7c40deb5dea2f95e04c203,Böhme et al. 2020 — Responsible vulnerability disclosure,AcademicWork|Reference,year,2020,non,,non,,non,aucune,,"l.196 — BÖHME Rainer, ECKEY Lisa, MOORE Tyler, NARULA Neha, RUFFING Tim et ZOHAR Aviv, 2020, « Responsible vulnerability disclosure in cryptocurrencies », Communications of the ACM , 23 septembre 2020, vol. 63, no 10, p. 62‑71.",2020,accord,non,,apparié par patronyme+année (entrée unique ; similarité titre 1.00),,,hors perimetre (volet 2)
2_annees_references,64d68c3185654a3aa4477aaa46065146,Callon 1986 Traduction,Reference,year,1986-01-01T00:00:00.000Z,non,,non,,non,aucune,,"l.276 — CALLON Michel, 1986, « Éléments pour une sociologie de la traduction : La domestication des coquilles Saint-Jacques et des marins-pêcheurs dans la baie de Saint-Brieuc », L’année sociologique, 1986, vol. 36, p. 41.",1986,accord,non,,apparié par patronyme+année (entrée unique ; similarité titre 0.78),,,hors perimetre (volet 2)
2_annees_references,6ed9d8a5bb4c4cf98d75874169ddaf31,Callon 2006 Controverses,Reference,year,2006-01-01T00:00:00.000Z,non,,non,,non,aucune,,"l.274 — CALLON Michel, 2006, « Pour une sociologie des controverses technologiques » dans Madeleine Akrich, Michel Callon et Bruno Latour (dir.), Sociologie de la traduction, s.l., Presses des Mines, p. 135‑157.",2006,accord,non,,apparié par patronyme+année (entrée unique ; similarité titre 1.00),,,hors perimetre (volet 2)
