id;origine;date;precision;date_brute;nature;intitule;phase;domaine_8;systeme;acteur_principal;acteur_secondaire;arene;type_acte;type_acte_2;effet_prop_monetaires;crise;crisis_no;cve;fil;source;source_graphe;acteurs_graphe;occurs_in;variantes;notes;gid
G163;graphe;2013;annee;;acte;Vente de SatoshiDice par Voorhees (2013, 12,4M$);peche;i;;;;;;;nd;non;;;;graphe v97 (chapitre nd);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;SatoshiDice;Phase de péché [DevelopmentPhase];;;96d4a9ccc4d542dc938d1aa9d6399339
G024;graphe;2013-01-09;jour;;acte;CVE-2013-2293 — Continuous hard disk seek;peche;;;;;;;;nd;oui;15;CVE-2013-2293;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;ce0f6a5e811447c8ba4674075a6cf057
G025;graphe;2013-01-11;jour;;acte;CVE-2013-2272 — Remote discovery of node's wallet addresses;peche;;;;;;;;nd;oui;16;CVE-2013-2272;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;ee9911c3aa4c435582ccca09979c5000
G026;graphe;2013-01-30;jour;;acte;CVE-2013-2292 — A transaction that takes at least 3 minutes to verify;peche;;;;;;;;nd;oui;17;CVE-2013-2292;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;896936e6d50b46f89947a60e01aa584a
G027;graphe;2013-01-30;jour;;acte;CVE-2013-2273 — Predictable change output;peche;;;;;;;;nd;oui;18;CVE-2013-2273;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;580caacd80b14170b0d6dc071106071b
G029;graphe;2013-02-08;jour;;acte;CVE-2013-4627 — Memory exhaustion with excess tx message data;peche;;;;;;;;nd;oui;21;CVE-2013-4627;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;eb0766a0711945a08d6e4c526615bfd7
G057;graphe;2013-03;mois;;acte;Cyprus banking crisis Bitcoin spike;peche;i;;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;Phase de péché [DevelopmentPhase];InfrastructureEvent — Cyprus banking crisis (price episode);La crise bancaire chypriote de mars 2013 (confiscation partielle des dépôts) provoque un afflux d'intérêt pour Bitcoin comme valeur refuge hors système bancaire.;a2202dfdedd543b1a937ca4759b26b4d
G028;graphe;2013-03-11;jour;;acte;CVE-2013-3219 — Unenforced block protocol rule;peche;;;;;;;;nd;oui;20;CVE-2013-3219;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;0d3e806ee1f94421b7ff458eedc65ffa
G090;graphe;2013-03-15;jour;;acte;Split de chaîne (bug de consensus, 15/03/2013);peche;vi;;;;;;;nd;non;;;;graphe v97 (Chapitre I / Chapitre III);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;Phase de preuve de concept [DevelopmentPhase];;Bug de consensus provoquant un split de chaîne (fork non intentionnel) entre les clients Bitcoin 0.7 et 0.8. Résolution d'urgence coordonnée par les Core Devs. Mentionné dans la th;5eeed0a89f93410184336105b8e4ec33
G042;graphe;2013-03-24;jour;;acte;BIP-0034 — Mandatory block protocol update (Height in coinbase);peche;;;;;;;;nd;oui;0034;;;graphe v97 (chapitre nd);III.1.2 — Une remise en ordre rapide (CVE 2018) | III.2.3 — Des acteurs au cœur de la gouvernance sur le protocole : gouvernance de huis clos | III.3.3 — Gouvernance ouverte et publique pour des forks controversés;;;;;eeece02d7bd2411f94b4cffa2d816367
E044;catalogue;2013-04;mois;;acte;BIP16 (P2SH) implementee - multi-signatures;peche;vi;bitcoin;core_devs;;depots_de_code;innovation_protocolaire;;conf_methodique(+);non;;;portefeuilles;ch.I l.277 + n.80 l.619;;;;;en rouge (texte) - BIP39 associee - integree par BitGo des aout;
E045;catalogue;2013-04;mois;;seuil;Crise chypriote - BTC valeur refuge a 230 dollars;peche;i*;bitcoin;nd;;marches_plateformes;nd;;valorisation(+);non;;;marches;ch.I l.281;;;;;capitalisation vers 1 Md dollars;
E046;catalogue+graphe;2013-05;mois;;acte;Attaque DDOS sur MtGox - chute a 76 dollars;peche;i*;bitcoin;entrepreneurs_exchanges;;marches_plateformes;incident;;valorisation(-);non;;;marches;ch.I l.281;"Chapitre I ; III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…";;;;effet 2 conf_methodique(-);4e1a794249594b368e13e558174dea38
E047;catalogue;2013-07;mois;;acte;Comite interprofessionnel DATA cree;peche;v*;bitcoin;entrepreneurs_exchanges;;entreprises_services;innovation_infrastructurelle;;nd;non;;;representation;ch.I l.281;;;;;;
G100;graphe;2013-07;mois;;acte;Digital Asset Transfer Authority (juillet 2013);peche;v;;;;;;;nd;non;;;;graphe v97 (Chapitre I);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;Phase de péché [DevelopmentPhase] | I.4 Conclusion du Chapitre I [ThesisSection];;Comite interprofessionnel cree en juillet 2013 pour representer les interets de l'ecosysteme Bitcoin face au cadre reglementaire emergent. Illustre l'institutionnalisation croissan;61c00091249c44d88bc06e678331e6dc
G030;graphe;2013-07-20;jour;;acte;CVE-2013-4165 — Timing leak in RPC authentication;peche;;;;;;;;nd;oui;22;CVE-2013-4165;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;78dcb8a0af094eb0a1cea842f7f97212
E048;catalogue+graphe;2013-07-31;jour;;acte;Lancement du reseau Mastercoin - premiere ICO (5120 BTC);peche;vii;altcoin;core_devs;entrepreneurs_exchanges;marches_plateformes;financiarisation;innovation_protocolaire;nd;non;;;ico;ch.I l.373;"Chapitre I ; I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs";Mastercoin;Phase de péché [DevelopmentPhase];;premine critiquee (Buterin 2013a);cb4acdc336754f22840ba9a4192a941e
G031;graphe;2013-09-04;jour;;acte;CVE-2013-5700 — Remote p2p crash via bloom filters;peche;;;;;;;;nd;oui;23;CVE-2013-5700;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;00586d082e964abab5d9f45c73948400
G054;graphe;2013-10-02;jour;;acte;Démantèlement de Silk Road;peche;i;;;;;;;nd;non;;;;graphe v97 (Chapitre I, section I.2);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;Silk Road;;;Fermeture de Silk Road par le FBI le 2 octobre 2013, premier démantèlement d'une infrastructure criminelle Bitcoin par les forces de l'ordre.;39fdc0aac1f74b8daad7a5227b99c8a5
E049;catalogue+graphe;2013-11-19;jour;;acte;Audition au Senat americain (Bitcoin Foundation);maturation;v*;bitcoin;regulateurs_etats;communautes_forums;instances_publiques;qualification_publique;;conf_hierarchique(+);non;;;conformite;ch.I l.293;"Chapitre I ; III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.2 — Une remise en ordre rapide (CVE 2018) | III.3.4 — « Fork You ?! » : scission surprise fondatrice et ses enseignements";Bitcoin Foundation;Phase de maturation / Phase 3 Bitcoin [Concept];;affermissement de sa reconnaissance (texte) - effet 2 valorisation(+);1a363b7013534bfd9bd949c6d69c4a19
E050;catalogue;2013-12;mois;;seuil;Cours proche de 1000 dollars;maturation;i*;bitcoin;nd;;marches_plateformes;nd;;valorisation(+);non;;;marches;ch.I l.293;;;;;;
G140;graphe;2013-12;mois;;acte;HODL : naissance d'un mème et d'une pratique communautaire (décembre 2013);maturation;;;;;;;;nd;non;;;;graphe v97 (Chapitre II);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;Phase de péché [DevelopmentPhase];;Naissance du terme 'HODL' sur le forum Bitcointalk (décembre 2013) : faute de frappe de l'utilisateur GameKyuubi ('I AM HODLING' au lieu de 'I AM HOLDING'). Devient signe de rallie;1ec1befcb68c4886917b9b37f1ac4fed
G147;graphe;2013-12-05;jour;;acte;Chine interdit les institutions d'utiliser Bitcoin (décembre 2013);maturation;;;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;I.4 Conclusion du Chapitre I [ThesisSection];;La Banque Populaire de Chine interdit aux institutions financières chinoises d'utiliser Bitcoin le 5 décembre 2013, provoquant une chute de 30% du cours. Première grande interventi;3198fc1ff3d748b78f220b5699264a44
E051;catalogue;2014;annee;;acte;Fixation effective du cap des 21 M (2e crise faux monnayage);maturation;vi;bitcoin;core_devs;;depots_de_code;incident;innovation_protocolaire;nd;oui;;;crises-protocolaires;ch.III l.223 + l.219;;;;;[CHANTIER: n (24 ?) a confirmer] - recensement seul;
E052;catalogue+graphe;2014;annee;;acte;Tether (USDT) - premier stablecoin dollar via Omni;maturation;vii;altcoin;entrepreneurs_exchanges;;marches_plateformes;financiarisation;;nd;non;;;stablecoins;ch.I l.373 + l.289 + n.87 l.633;"Chapitre I ; I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs";Mastercoin;Phase de maturation / Phase 3 Bitcoin [Concept];;[CHANTIER: date non donnee dans le texte] - dollarisation de Bitcoin (Koning 2015);364977fb9ed943a2bac1688d22ffe1c5
E053;catalogue;2014;annee;;acte;Ledger apres Trezor - portefeuilles physiques;maturation;iii;bitcoin;entrepreneurs_exchanges;;entreprises_services;innovation_infrastructurelle;;conf_methodique(+);non;;;portefeuilles;ch.I l.289;;;;;des 2014 - Entretien n 8 cite par le texte;
G098;graphe;2014;annee;;acte;Dark Wallet (2014);maturation;iii;;;;;;;nd;non;;;;graphe v97 (Chapitre I);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;Phase de péché [DevelopmentPhase];;Portefeuille sans conservation (non-custodial), open source, integre aux navigateurs, avec options de mixage. Developpe par Cody Wilson, Amir Taaki et Vitalik Buterin a destination;28ed228eed8c48fab1e63d381096e357
G102;graphe;2014;annee;;acte;ShapeShift (exchange non-custodial, Voorhees, 2014);maturation;i;;;;;;;nd;non;;;;graphe v97 (Chapitre I);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;ShapeShift;Phase de maturation / Phase 3 Bitcoin [Concept];;Premiere plateforme d'echange crypto sans conservation, fondee par Eric Voorhees. Pionnier des echanges decentralises (DEX).;6c666e14270942a08b5d8908b5cd908d
G108;graphe;2014;annee;;acte;Levee de fonds Ethereum en BTC (2014);maturation;vii;;;;;;;nd;non;;;;graphe v97 (Chapitre I);III.1.2 — Une remise en ordre rapide (CVE 2018) | III.2.1 — De la diversité des crises aux crises protocolaires des CM | III.3.1 — Une mise en crise brutale, publique et tapageuse (The DAO);;Phase de maturation / Phase 3 Bitcoin [Concept];;Ethereum finance son lancement via une ICO en BTC (2014). Les BTC sont le vehicule d'investissement de la premiere grande ICO alternative. Role d'etalon pivot des BTC.;5f06214e17074a14874220ed7195ded9
G116;graphe;2014;annee;;acte;Op_Return War (conflit sur les usages non-monétaires de Bitcoin);maturation;vi;;;;;;;nd;non;;;;graphe v97 (Chapitre I);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;Phase de maturation / Phase 3 Bitcoin [Concept];;Conflit entre bitcoiners sur l'opcode OP_RETURN permettant d'inscrire des données arbitraires dans la blockchain Bitcoin. Débat sur les usages légitimes du protocole, cristallisati;e7825fb2b95343959119bcc866c0390f
G125;graphe;2014;annee;;acte;CoinGecko : plateforme données cryptomarché;maturation;vi;;;;;;;nd;non;;;;graphe v97 (Chapitre I);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;Phase de maturation / Phase 3 Bitcoin [Concept];;Plateforme données cryptomarché. Données thèse (01/09/2020) : ~6868 CM, ~383 bourses, ~400 Mds$. Bitcoin ~55%, Ethereum ~12,91%.;08a230a6d478497b8a2d0b155bc89db1
G132;graphe;2014;annee;;acte;Doge4Water et campagnes caritatives Dogecoin (2014);maturation;;;;;;;;nd;non;;;;graphe v97 (Chapitre I);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;Phase de péché [DevelopmentPhase];;Campagnes caritatives de la communauté Dogecoin : Kenyan Water Charity, JO Sochi (bobsleigh jamaïcain, ~50 000$), sponsoring NASCAR Josh Wise. Illustre la dimension sociale et comm;fa805d2b30894bf0a39d621406b22cbe
G166;graphe;2014;annee;;acte;Ledger (premier hardware wallet français, 2014);maturation;iii;;;;;;;nd;non;;;;graphe v97 (chapitre nd);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;Ledger;Phase de maturation / Phase 3 Bitcoin [Concept];;;c4f2c47e95f2452daed330139fd8691f
G112;graphe;2014-01;mois;;acte;Incident Ghash.io : dépassement 51% (janvier 2014);maturation;;;;;;;;nd;non;;;;graphe v97 (Chapitre I);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;Nermin Hajdarbegovic;;;En janvier 2014, le pool de minage Ghash.io dépasse brièvement 51% de la puissance de hachage totale du réseau Bitcoin. Premier test grandeur nature du risque de 51%. Résolu par re;09746caaab9347219a82b622960f3b49
G130;graphe;2014-01;mois;;acte;Lancement de Counterparty / XCP (janvier 2014);maturation;;;;;;;;nd;non;;;;graphe v97 (Chapitre I);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;Phase de péché [DevelopmentPhase];;Lancement de Counterparty (Krellenstein, Slama, Dermody). Émission par proof of burn : 2 131 BTC brûlés, ~2,6 M XCP. Introduit smart contracts sur Bitcoin, premier DEX, DApps (Brok;56a70d9580224ae6b51334139b921ee0
G146;graphe;2014-01-18;jour;;acte;Lancement Darkcoin / Dash (2014);maturation;;;;;;;;nd;non;;;;graphe v97 (chapitre nd);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;I.4 Conclusion du Chapitre I [ThesisSection];;Lancement de Darkcoin (renommé Dash en 2015) par Evan Duffield le 18 janvier 2014, altcoin axé sur la confidentialité via le protocole PrivateSend (CoinJoin automatisé) et InstantS;f5161f664dbd43929b59d560548ddd87
E054;catalogue;2014-01-26;jour;;acte;Annonce publique d'Ethereum (Miami);maturation;vii;ethereum;core_devs;;evenements_conferences;innovation_protocolaire;;nd;non;;;ethereum;ch.I l.399;;;;;North American Bitcoin Conference;
E055;catalogue+graphe;2014-02;mois;;acte;Faillite de MtGox;maturation;viii*;bitcoin;entrepreneurs_exchanges;;marches_plateformes;incident;;nd;non;;;marches;fig. n 6 + ch.I l.313;"Chapitre I / Chapitre III ; III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…";;Phase de maturation / Phase 3 Bitcoin [Concept];;[CHANTIER: localisation texte hors fichiers autorises] - faillites et hacks en violet (l.313);63ef4f3d8f584d9b90e351ab7c7c4b39
G129;graphe;2014-03;mois;;acte;Bitcoin Core 0.9.0 : OP_RETURN limité à 40 octets (mars 2014);maturation;;;;;;;;nd;non;;;;graphe v97 (Chapitre I);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;Phase de péché [DevelopmentPhase];;Version Bitcoin Core (mars 2014) rendant OP_RETURN standard mais limité à 40 octets. Lutte contre le stockage de données dans l'UTXO. Rend difficile le fonctionnement de Counterpar;a1135fa80cde427d9d7ca42e4b494a04
G007;graphe;2014-04-01;jour;;acte;BIP-0042 — Bitcoin Fixed Monetary Supply (Inflation Bug);maturation;;;;;;;;nd;oui;24;;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;;;;3952cb540d924df7a70f267da5d5009b
G149;graphe;2014-05-13;jour;;acte;BitGo lève 12 millions $ (portefeuille multi-sig, 2014);maturation;;;;;;;;nd;non;;;;graphe v97 (chapitre nd);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;I.4 Conclusion du Chapitre I [ThesisSection];;BitGo, spécialiste des portefeuilles multi-signatures pour entreprises, lève 12 millions de dollars en mai 2014. Signal du capital-risque institutionnel dans l'infrastructure Bitco;fcddab6ea50c4380a94c2d5dc8b00480
G032;graphe;2014-07-04;jour;;acte;CVE-2014-0160 — Remote memory leak via payment protocol (Heartbleed);maturation;;;;;;;;nd;oui;25;CVE-2014-0160;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;ca278d213d804294a2c5a672d52808e4
G148;graphe;2014-07-11;jour;;acte;France rapport TraFin et régime fiscal du Bitcoin (2014);maturation;;;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;I.4 Conclusion du Chapitre I [ThesisSection];;Publication en France du rapport sur le régime fiscal des bitcoins et du rapport TraFin (Tracfin), établissant le cadre juridique et fiscal français des cryptomonnaies, les traitan;d7fdcd25ac024e799bbaa6c9bda0a607
E056;catalogue+graphe;2014-07-22;jour;;acte;Ether Genesis Sale (42 jours - 31725 BTC);maturation;vii;ethereum;core_devs;;marches_plateformes;financiarisation;;nd;non;;;ico;ch.I l.399;III.1.2 — Une remise en ordre rapide (CVE 2018) | III.2.1 — De la diversité des crises aux crises protocolaires des CM | III.3.1 — Une mise en crise brutale, publique et tapageuse (The DAO);;;;prevente en BTC sous egide de la Fondation Ethereum (Zoug);d0f3f4e1a1796c486a136d142127c321
G152;graphe;2014-09-08;jour;;acte;eBay / PayPal intègre Bitcoin (2014-2015);maturation;;;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;I.4 Conclusion du Chapitre I [ThesisSection];;PayPal (filiale d'eBay) annonce un partenariat avec des processeurs de paiement Bitcoin (BitPay, Coinbase, GoCoin) en septembre 2014 pour les marchands numériques, signal d'adoptio;3dd742f499c64c5ba60e874c0435e859
G151;graphe;2014-11-07;jour;;acte;France audition Commission des Finances sur les cryptomonnaies (2015);maturation;;;;;;;;nd;non;;;;graphe v97 (chapitre nd);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;I.4 Conclusion du Chapitre I [ThesisSection];;Audition par la Commission des Finances de l'Assemblée nationale française sur les monnaies virtuelles (2014-2015), étape du processus de cadrage réglementaire français des cryptom;544943d3d87a4c898c5e706622b2df97
E057;catalogue;2014-11-24;jour;;acte;Devcon-0 (Berlin);maturation;vii;ethereum;core_devs;;evenements_conferences;innovation_infrastructurelle;;nd;non;;;ethereum;ch.I l.399;;;;;;
G150;graphe;2014-12-01;jour;;acte;ASIC Antminer S5 (1 TH/s) par Bitmain (2014);maturation;;;;;;;;nd;non;;;;graphe v97 (chapitre nd);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;;I.4 Conclusion du Chapitre I [ThesisSection];;Commercialisation de l'Antminer S5 par Bitmain fin 2014 (1 TH/s, 590W), symbolisant la maturation industrielle du minage Bitcoin et la concentration croissante du hashrate entre le;d02f0c0a011a4ca09cf826f684f10222
E058;catalogue;2015;annee;;acte;NYSE publie des cotations;maturation;i*;bitcoin;institutions_financieres;;marches_plateformes;financiarisation;;nd;non;;;financiarisation;ch.I l.289;;;;;;
E059;catalogue;2015;annee;;acte;Levee record Coinbase (75 M dollars);maturation;i*;bitcoin;institutions_financieres;entrepreneurs_exchanges;marches_plateformes;financiarisation;;nd;non;;;financiarisation;ch.I n.90 l.639;;;;;;
E060;catalogue;2015;annee;;acte;Pivot blockchain sans les UCN (acteurs financiers et medias);maturation;iv*;transversal;institutions_financieres;medias_connaissance;presse_medias;qualification_publique;;nd;non;;;mediatisation;ch.I l.289;;;;;disqualification des UCN - annee charniere (texte);
G002;graphe;2015;annee;;acte;Bitcoin Scaling Debate;maturation;;;;;;;;nd;oui;;;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;;Scaling Debate;;e3742113c4674c52930e54ff203f0ac6
G110;graphe;2015;annee;;acte;Coinbase : croissance et levee de fonds 75M$ (2015);maturation;i;;;;;;;nd;non;;;;graphe v97 (Chapitre I);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;Coinbase;Phase de maturation / Phase 3 Bitcoin [Concept];;Coinbase s'impose comme principale plateforme d'echange. Levee de fonds record de 75M$ (2015). Indicateur off-chain de la croissance Bitcoin (comptes utilisateurs, Annexe n°2).;7cda4562e3ee4e9c8bf969bdf639994a
G133;graphe;2015;annee;;acte;Lancement de Tether / USDT via Mastercoin/Omni (2015);maturation;;;;;;;;nd;non;;;;graphe v97 (Chapitre I);I.2.1 Un protocole deborde de carnavalesques improvisations d acteurs;Mastercoin;Phase de maturation / Phase 3 Bitcoin [Concept];;Premier stablecoin adossé au dollar, émis via Mastercoin/Omni. Amorce la 'dollarisation de Bitcoin' : la majorité des volumes libellée en USDT et non BTC (Jp Koning 2015).;dbf09eba683d492da97f27513d7a4752
G134;graphe;2015;annee;;acte;Bitcoin XT : fork Big Blockers (2015);maturation;;;;;;;;nd;non;;;;graphe v97 (Chapitre II);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;Gavin Andresen | Mike Hearn;Phase de péché [DevelopmentPhase];;Fork de Bitcoin proposé par Gavin Andresen et Mike Hearn en 2015. Augmentation de la taille des blocs dans le cadre du Scaling Debate. Échoue par manque de soutien de la communauté;b3d5131dbe224d39bf4527581dd095c9
G165;graphe;2015;annee;;acte;NYSE publie données de prix Bitcoin (2015);maturation;i;;;;;;;nd;non;;;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.2 — Une remise en ordre rapide (CVE 2018) | III.3.4 — « Fork You ?! » : scission surprise fondatrice et ses enseignements;;Phase de maturation / Phase 3 Bitcoin [Concept];;;60fec4fa361140efbaa72b212c415e9f
E061;catalogue;2015-05-09;jour;;acte;Testnet Olympic (9e iteration);maturation;vii;ethereum;core_devs;;depots_de_code;innovation_protocolaire;;nd;non;;;ethereum;ch.I l.399;;;;;;
G034;graphe;2015-06-27;jour;;acte;CVE-2015-3641 — OOM via p2p — Unspecified yet;maturation;;;;;;;;nd;oui;27;CVE-2015-3641;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;5062acdef7964498a764823149c32127
G033;graphe;2015-07-04;jour;;acte;BIP-66 — Strict DER signatures — Fake Conf & Chain Split;maturation;;;;;;;;nd;oui;26;;;graphe v97 (chapitre nd);III.1.2 — Une remise en ordre rapide (CVE 2018) | III.2.3 — Des acteurs au cœur de la gouvernance sur le protocole : gouvernance de huis clos | III.3.3 — Gouvernance ouverte et publique pour des forks controversés;;;;;d1961d60a3fc43bb996bf52e14c24193
E062;catalogue+graphe;2015-07-20;jour;;acte;Lancement d'Ethereum Frontier (mainnet);maturation;vii;ethereum;core_devs;;on_chain;innovation_protocolaire;;nd;non;;;ethereum;ch.I l.399;III.1.2 — Une remise en ordre rapide (CVE 2018) | III.2.1 — De la diversité des crises aux crises protocolaires des CM | III.3.1 — Une mise en crise brutale, publique et tapageuse (The DAO);;I.4 Conclusion du Chapitre I [ThesisSection];;[CHANTIER: fig. indique 30/07 - divergence avec le texte 20/07] - encadre rouge fig.;3c3d4fec977c4e788b850a0ea5cbebfa
G138;graphe;2015-09;mois;;acte;Conférence Scaling Bitcoin, Montréal (septembre 2015);maturation;;;;;;;;nd;non;;;;graphe v97 (Chapitre II);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;Gavin Andresen | Greg Maxwell;Phase de péché [DevelopmentPhase];;Conférence dédiée au Scaling Debate de Bitcoin. Les deux camps représentés : Gavin Andresen pour les Big Blockers et Gregory Maxwell pour les Small Blockers. Marque l'intensificati;c485443e2a604bc98eb6826417438bfb
G043;graphe;2015-09-15;jour;;acte;CVE-2015-6031 — MiniUPnPc buffer overflow (LAN);maturation;;;;;;;;nd;oui;;CVE-2015-6031;;graphe v97 (chapitre nd);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres…;;;;;170ed4f7fcfb4531b7c872cb84cc8f80
G035;graphe;2015-11-12;jour;;acte;BIP-65 — Soft fork: OP_CHECKLOCKTIMEVERIFY;maturation;;;;;;;;nd;oui;28;;;graphe v97 (chapitre nd);III.1.2 — Une remise en ordre rapide (CVE 2018) | III.2.3 — Des acteurs au cœur de la gouvernance sur le protocole : gouvernance de huis clos | III.3.3 — Gouvernance ouverte et publique pour des forks controversés;;;;;6daefcd122a24b3589c41fcddd3732aa
G135;graphe;2016;annee;;acte;Bitcoin Classic : fork Big Blockers (2016);maturation;;;;;;;;nd;non;;;;graphe v97 (Chapitre II);III.1 Crise Bitcoin CVE 2018-17144 : d'une crise à de nombreuses autres… | III.1.1 — Présentation périodisée : une mise en crise longue et silencieuse (CVE 2018) | I.1 Quand Bitcoin définit son monde… : l'aloi politique d'une CM pionnière;;Phase de péché [DevelopmentPhase];;Fork de Bitcoin proposé dans le cadre du Scaling Debate. Augmentation de la taille des blocs à 2 Mo. Échoue par manque de soutien.;af1041289a1847b0890e7d76bcb856cd
G036;graphe;2016-04-11;jour;;acte;BIPs 68, 112 & 113 — Soft forks: Rel locktime, CSV & MTP locktime;maturation;;;;;;;;nd;oui;29;;;graphe v97 (chapitre nd);III.1.2 — Une remise en ordre rapide (CVE 2018) | III.2.3 — Des acteurs au cœur de la gouvernance sur le protocole : gouvernance de huis clos | III.3.3 — Gouvernance ouverte et publique pour des forks controversés;;;;;1aa79f912b8c4aadb5bde9c7435b32d0
E063;catalogue;2016-04-30;jour;;acte;Mise en ligne de The DAO - crowdsale de 28 jours;maturation;vii;ethereum;entrepreneurs_exchanges;communautes_forums;on_chain;financiarisation;;nd;oui (sequence DAO);;;dao;ch.III l.549 + l.535-543;;;;;date deduite (cloture 28 mai moins 28 jours - l.549) [CHANTIER: a verifier] - recensement seul;
